"Ntsb_No","Event_Type","Mkey","Event_Date","City","State","Country","Report_No","N","Has_Safety_Rec","Report_Type","Original_Publish_Date","Highest_Injury_Level","Fatal_Injury_Count","Serious_Injury_Count","Minor_Injury_Count","Probable_Cause","Event_ID","Latitude","Longitude","Make","Model","AirCraft_Category","Airport_ID","Airport_Name","Amateur_Built","Number_Of_Engines","Scheduled","Purpose_Of_Flight","FAR","AirCraft_Damage","Weather_Condition","Operator","Report_Status","Rep_Gen_Flag","Docket_Url","Docket_Publish_Date","event_year","operator_type","sms_keywords"
"DCA11CA014","ACC","78035",2010-12-18,"Philadelphia","Pennsylvania","United States",NA,"N913WN, N650SW","FALSE","DirectorBrief","2011-06-27T04:00:00Z","None","0","0","0","the failure of the ground operations personnel to maintain awareness of the relative position of the two airplanes.",NA,"39.87","-75.24","BOEING, BOEING","737-7H4, 737-3H4","AIR,AIR","KPHL","Philadelphia","FALSE,FALSE","2,2","SCHD",",","121121","Substantial,Minor","VMC","SOUTHWEST AIRLINES CO,SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78035","2011-06-27 14:39:00",2010,"Commercial","Technical"
"CEN11IA111","INC","78018",2010-12-13,"Birmingham","Alabama","United States",NA,"N498AB","FALSE","DirectorBrief","2012-02-16T05:00:00Z","None","0","0","0","The manufacturer's inadequate initial design and inadequate subsequent modifications of the tailcone, which allowed moisture to collect and freeze around rudder cables during operations in subfreezing temperatures, resulting in a loss of rudder authority during landing.",NA,"33.56","-86.75","CESSNA","560XL","AIR","BHM","Birmingham-Shuttlesworth IAP","FALSE","2","NSCH",NA,"135","None","VMC","EXECUTIVE JET MANAGEMENT INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=78018","2011-12-22 17:53:00",2010,"Commercial","Other"
"OPS11IA173","INC","77974",2010-12-09,"Covington","Kentucky","United States",NA,"N3731T, N840HK","FALSE","DirectorBrief","2011-10-03T04:00:00Z","None","0","0","0","The local controller's distraction with a helicopter south of the field.",NA,"39.04","-84.67","BOEING, EMBRAER","737-832, EMB-145LR","AIR,AIR","CVG","Cincinnati/Northern Kentucky I","FALSE,FALSE","2,2","SCHD",",","121121","None,None","VMC","DELTA AIRLINES INC,TRANS STATES AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77974","2011-08-19 14:39:00",2010,"Commercial","Other"
"CEN11LA099","ACC","77963",2010-12-04,"Chicago","Illinois","United States",NA,"N499MC, N502MJ","FALSE","DirectorBrief","2011-12-19T05:00:00Z","None","0","0","0","The Boeing 747 first officer’s failure to maintain clearance from another airplane while taxiing due to his inadequate judgment of the distance between the airplanes.",NA,"41.98","-87.91","BOEING, BOMBARDIER INC","747-47UF, CL-600-2C10","AIR,AIR","ORD","Chicago O'Hare IAP","FALSE,FALSE","4,2","NSCH",",","121121","Minor,Substantial","VMC","ATLAS AIR INC,MESA AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77963","2011-11-02 13:10:00",2010,"Commercial","Technical"
"CEN11IA087","INC","77918",2010-12-01,"Toledo","Ohio","United States",NA,"N607QS","TRUE","DirectorBrief","2011-12-27T05:00:00Z","None","0","0","0","The manufacturer's inadequate initial design and subsequent modifications of the tailcone, which allowed moisture to collect and freeze around rudder cables during flight levels above the freezing level and resulted in a loss of rudder authority. Contributing to the accident was the lack of oversight of the manufacturer's design and production by the Federal Aviation Administration.",NA,"41.59","-83.81","CESSNA","560XL","AIR","TOL","Toledo Express Airport","FALSE","2","NSCH",NA,"135","None","VMC","NETJETS AVIATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77918","2011-11-23 19:01:00",2010,"Commercial","Other"
"WPR11LA058","ACC","77874",2010-11-24,"Salt Lake City","Utah","United States",NA,"N614SK","FALSE","DirectorBrief","2012-03-08T05:00:00Z","None","0","0","0","The tug driver’s loss of airplane control during pushback due to a loss of traction in slippery conditions on the ramp. Contributing to the accident was the ground crews’ and airline operators’ inadequate guidance with regard to pushback procedures during low ground traction conditions with an inoperative airplane auxiliary power unit.",NA,"40.79","-111.98","BOMBARDIER INC","CL-600-2C10","AIR","SLC","Salt Lake City","FALSE","2","SCHD",NA,"121","Substantial","IMC","SKYWEST AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77874","2012-01-05 14:51:00",2010,"Commercial","Human Factors"
"WPR11IA055","INC","77858",2010-11-22,"Jackson","Wyoming","United States",NA,"N718QS","FALSE","DirectorBrief","2012-03-27T04:00:00Z","None","0","0","0","The flight crew's inability to stop the airplane during landing roll on a snow- and ice-contaminated runway. Contributing to the runway overrun were the deteriorating runway conditions.",NA,"43.61","-110.74","ISRAEL AIRCRAFT INDUSTRIES","GULFSTREAM 200","AIR","JAC","Jackson Hole Airport","FALSE","2",NA,"POSI","91","None","IMC","NETJETS SALES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77858","2012-01-30 16:39:00",2010,"Commercial","Operational"
"CEN11LA072","ACC","77823",2010-11-15,"Minneapolis","Minnesota","United States",NA,"N604CZ","FALSE","DirectorBrief","2011-12-27T05:00:00Z","None","0","0","0","The in-flight collision with a flock of birds during climb.",NA,"44.93","-93.3","EMBRAER","ERJ 170-200 LR","AIR","KMSP","Minneapolis-St. Paul Intl","FALSE","2","SCHD",NA,"121","Substantial","VMC","Compass Airlines, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77823","2011-11-18 14:27:00",2010,"Commercial","Other"
"ERA11CA046","ACC","77725",2010-11-02,"Pittsburgh","Pennsylvania","United States",NA,"N454SW","FALSE","DirectorBrief","2011-06-20T04:00:00Z","None","0","0","0","The ground crew’s failure to detach the air-starter hose from the airplane before moving the cart away resulting in structural damage to a skin panel.",NA,"40.49","-80.23","BOMBARDIER INC","CL-600-2B19","AIR","PIT","Pttsburgh International Airpor","FALSE","2","SCHD",NA,"121","Substantial","VMC","SkyWest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77725","2010-12-03 23:42:00",2010,"Commercial","Technical"
"CEN11LA051","ACC","77726",2010-11-02,"Chicago","Illinois","United States",NA,"N709BR","FALSE","DirectorBrief","2011-10-03T04:00:00Z","None","0","0","0","The pickup truck driver’s failure to follow airport and company policies regarding ground vehicle operations, which allowed for the unattended truck to collide with the airplane. Contributing to the accident were the truck's misadjusted shift lever and disconnected parking brake.",NA,"41.98","-87.9","BOMBARDIER INC","CL-600-2B19","AIR","ORD","O'Hare International","FALSE","2","SCHD",NA,"121","Substantial","VMC","SKYWAY AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77726","2011-08-18 13:18:00",2010,"Commercial","Technical"
"ERA11LA044","ACC","77693",2010-10-29,"Fort Lauderdale","Florida","United States",NA,"C-FWAQ","FALSE","DirectorBrief","2011-03-16T04:00:00Z","None","0","0","0","The ground service vehicle driver's depressing of the accelerator rather than the brake pedal, resulting in a collision with the airplane.",NA,"26.07","-80.15","BOEING","737","AIR","KFLL","Fort Lauderdale/Hollywood Int","FALSE","2","SCHD",NA,"129","Substantial","VMC","WestJet","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77693","2010-12-04 21:58:00",2010,"Commercial","Other"
"DCA11FA004","ACC","77677",2010-10-26,"Miami","Florida","United States",NA,"N626AA","FALSE","DirectorBrief","2011-09-19T04:00:00Z","None","0","0","0","Fatigue failure of the fuselage crown skin due to incorrect manufacturing of the crown skin panel that resulted in a skin thickness less than the manufacturer-specified thickness.",NA,"25.78","-80.2","BOEING","757-223","AIR","MIA",NA,"FALSE","2","SCHD",NA,"121","Substantial",NA,"AMERICAN AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77677","2011-08-18 21:00:00",2010,"Commercial","Technical"
"OPS11IA054","INC","77654",2010-10-20,"Teterboro","New Jersey","United States",NA,"PHILC, N604CS, N406CT","FALSE","DirectorBrief","2011-10-03T04:00:00Z","None","0","0","0","The pilot of the F900 overshooting of the final approach course, which conflicted with traffic in the pattern. Contributing to the accident was the lack of appropriate coordination between the tower controller and the approach controller.",NA,"40.85","-74.06","DASSAULT, CESSNA, CESSNA","FALCON900EX, 680, S550",",AIR,AIR","TEB","Teterboro, New Jersey","FALSE,FALSE,FALSE","3,2,2",NA,",UNK,","UNK,UNK,UNK","None,None,None","VMC","Unknown,Unknown,Unknown","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77654","2011-08-19 14:37:00",2010,"Other","Other"
"WPR11IA019","INC","77615",2010-10-18,"Phoenix","Arizona","United States",NA,"N938SW","FALSE","DirectorBrief","2012-10-04T04:00:00Z","None","0","0","0","The overextension of the main cabin door due to difficulty opening the door because the power-assist motor cable was lodged within the main cabin door assembly.",NA,"33.43","-112.01","BOMBARDIER INC","CL-600-2B19","AIR","PHX","Phoenix Sky Harbor Intl.","FALSE","2","SCHD",NA,"121","Minor","VMC","SkyWest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77615","2012-08-14 16:12:00",2010,"Commercial","Other"
"ERA11IA006","INC","77485",2010-10-01,"Teterboro","New Jersey","United States",NA,"N923CL","FALSE","DirectorBrief","2011-06-22T04:00:00Z","None","0","0","0","The pilot-in-command's failure to attain the proper touchdown point while landing with a gusting crosswind and failure to initiate a go-around, which resulted in a landing more than halfway down the runway and a subsequent runway overrun. Contributing to the incident was the failure of either pilot to call for a go-around when the airplane was at Vref plus 15 at 50 feet above the runway or once they had floated well beyond the touchdown zone of the runway.",NA,"40.85","-74.06","GULFSTREAM AEROSPACE","G-IV","AIR","KTEB","Teterboro Airport","FALSE","2",NA,"EXEC","91","Minor","IMC","Avenue Capital Managment II","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77485","2011-02-04 14:48:00",2010,"Other","Environmental"
"OPS10IA574","INC","77318",2010-09-16,"Minneapolis","Minnesota","United States",NA,"N122US, N7212P","FALSE","DirectorBrief","2011-05-19T04:00:00Z","None","0","0","0","The Local North Controller's issuance of a left-turn heading to the Airbus without establishing the position and heading of the Beech. Contributing to the incident was the Local South Controller's distraction with a ground movement operation and lack of awareness of the Beech's heading and the impending conflict. Also contributing to the incident was the Beech's delayed turn to the assigned departure heading.",NA,"44.9","-93.23","AIRBUS INDUSTRIE, BEECH","A320-214, C-99","AIR,AIR",NA,NA,"FALSE,FALSE","2,2","SCHD",",","121135","None,None","IMC","US AIRWAYS INC,BEMIDJI AVIATION SERVICES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77318","2011-03-14 17:52:00",2010,"Other","Other"
"CEN10IA535","INC","77260",2010-09-10,"Brenham","Texas","United States",NA,"N226CP","FALSE","DirectorBrief","2013-02-12T05:00:00Z","None","0","0","0","The pilots’ decision to depart with a known failed brake control unit.",NA,"30.22","-96.37","EMBRAER","500","AIR","11R","Brenham Municipal Airport","FALSE","2",NA,"PERS","91","Minor","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77260","2012-12-12 19:07:00",2010,"Other","Other"
"OPS10IA538","INC","77224",2010-09-04,"Los Angeles","California","United States",NA,"N907WN, N222AM","FALSE","DirectorBrief","2011-12-19T05:00:00Z","None","0","0","0","Failure of the air traffic controller to exercise positive control of the situation by issuing clear and timely control instructions to the helicopter pilot.  Contributing to the incident was delay by the helicopter pilot in responding to instructions issued by the controller.",NA,"33.97","-118.24","BOEING, BELL","737-7H4, 222U","AIR,HELI",NA,NA,"FALSE,FALSE","2,2","SCHD",",POSI","121091","None,None","VMC",",","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=77224","2011-11-01 16:42:00",2010,"Other","Technical"
"WPR10LA395","ACC","76925",2010-08-10,"Salt Lake City","Utah","United States",NA,"N14105","FALSE","DirectorBrief","2011-03-16T04:00:00Z","None","0","0","0","An in-flight collision with a bird while on the downwind leg of the traffic pattern during a visual approach.",NA,"40.79","-111.98","EMBRAER","EMB-145XR","AIR","KSLC","Salt Lake City International","FALSE","2","SCHD",NA,"121","Substantial","VMC","Express Jet Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76925","2010-09-28 17:21:00",2010,"Commercial","Environmental"
"ERA10CA382","ACC","76789",2010-07-27,"New York","New York","United States",NA,"N905LP","FALSE","DirectorBrief","2011-04-07T04:00:00Z","None","0","0","0","The flight crew’s failure to maintain adequate wing tip clearance from a light pole during taxi.",NA,"40.64","-73.78","GULFSTREAM","GIV","AIR","JFK","John F Kennedy International","FALSE","2",NA,"EXEC","91","Substantial","VMC","Thomas H Lee Management Co, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76789","2011-01-03 01:45:00",2010,"Other","Technical"
"ENG10IA041","INC","76699",2010-07-17,"Atlanta","Georgia","United States",NA,"N990DL","FALSE","DirectorBrief","2011-12-21T05:00:00Z","None","0","0","0","The cause of the right wing landing light switch fire is undetermined.",NA,"0","0","MCDONNELL DOUGLAS AIRCRAFT CO","MD-88","AIR","ATL","Hartsfield-Jackson Atlanta Int","FALSE","2","SCHD",NA,"121","Minor",NA,"DELTA AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76699","2011-12-21 15:03:00",2010,"Commercial","Other"
"CEN10LA335","ACC","76396",2010-06-21,"Storm Lake","Iowa","United States",NA,"N800VT","FALSE","DirectorBrief","2011-06-20T04:00:00Z","None","0","0","0","The pilot’s decision to land on a water contaminated runway, which resulted in a runway excursion during the landing roll. Contributing to the accident was the pilot’s lack of knowledge regarding the landing distance required and the limited braking effectiveness on a water contaminated runway.",NA,"42.6","-95.24","CESSNA","525A","AIR","SLB","Storm Lake Municipal Airport","FALSE","2",NA,"EXEC","91","Substantial","VMC","CLAUSEN INVESTMENTS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76396","2011-05-09 16:40:00",2010,"Other","Operational"
"DCA10CA075","ACC","76628",2010-06-19,"New York","New York","United States",NA,"N3730B","FALSE","DirectorBrief","2015-11-12T05:00:00Z","None","0","0","0","a baggage cart impacting the airplane and causing substantial damage as a result of the jet blast from a passing airplane.",NA,"40.65","-73.78","BOEING","737","AIR","KJFK","John F. Kennedy International","FALSE","2","SCHD",NA,"121","Substantial","VMC","Delta Air Lines, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76628","2015-11-12 17:38:00",2010,"Other","Other"
"ENG10IA037","INC","76346",2010-06-14,"Minneapolis","Minnesota","United States",NA,"N671MC","FALSE","DirectorBrief","2013-09-20T04:00:00Z","None","0","0","0","The failure of the facility that overhauled the 1st stage fan blade to properly restore the leading edge, which caused a flutter mode resulting in a fatigue crack and fracture of the fan blade.",NA,"44.09","-93.23","DOUGLAS","DC9","AIR","KMSP","Minneapolis - St. Paul Interna","FALSE","2",NA,NA,"UNK","Minor","Unknown","Delta Air Lines","Completed","FALSE",NA,NA,2010,"Other","Technical"
"ERA10LA299","ACC","76224",2010-06-05,"Charlotte","North Carolina","United States",NA,"N277AY, N508AY","FALSE","DirectorBrief","2011-04-07T04:00:00Z","None","0","0","0","The Airbus A330 flight crew's failure to maintain clearance from a standing airplane while taxiing.",NA,"35.21","-80.95","AIRBUS INDUSTRIE, AIRBUS","A330-323, A321-231","AIR,AIR","CLT","Charlotte/Douglas Internationa","FALSE,FALSE","2,2","SCHD",",","121121","Minor,Substantial","VMC","US AIRWAYS INC,US AIRWAYS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76224","2011-01-14 18:51:00",2010,"Other","Technical"
"ERA10IA285","INC","76144",2010-05-28,"White Plains","New York","United States",NA,"N662QS","FALSE","DirectorBrief","2011-11-17T05:00:00Z","None","0","0","0","The flight crew's failure to ensure that the cabin door was secured/locked prior to takeoff.",NA,"41.07","-73.71","CESSNA","560XL","AIR","HPN","Westchester County Airport","FALSE","2","NSCH",NA,"091K","Minor","VMC",NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76144","2011-09-28 13:14:00",2010,"Other","Technical"
"WPR10IA256","INC","76081",2010-05-23,"Ontario","California","United States",NA,"N925SW","FALSE","DirectorBrief","2012-08-07T04:00:00Z","None","0","0","0","Failure of the airplane’s nose landing gear to extend for undetermined reasons.",NA,"34.06","-117.6","BOMBARDIER INC","CL-600-2B19","AIR","ONT","Ontario International Airport","FALSE","2","SCHD",NA,"121","Minor","VMC","SKYWEST AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76081","2012-06-15 17:55:00",2010,"Commercial","Technical"
"DCA10CA061","ACC","76055",2010-05-17,"Miami","Florida","United States",NA,"N498MC","FALSE","DirectorBrief","2017-01-23T05:00:00Z","None","0","0","0","impact of the fore flap with the aft fuselage after fatigue failure of the right wing fore flap carriage assembly attachment fitting at position 6.",NA,"25.8","-80.29","BOEING","747","AIR","MIA","Miami International Airport","FALSE","4","NSCH",NA,"121","Substantial","VMC","ATLAS AIR INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76055","2017-01-26 12:18:00",2010,"Other","Technical"
"ENG10IA029","INC","76023",2010-05-16,"Chantilly","Virginia","United States",NA,"N510UA","TRUE","DirectorBrief","2011-03-14T04:00:00Z","None","0","0","0","The ignition of the J5 power terminal located on the captain’s No. 1 windshield due to a loose electrical connection between the terminal connector lug and its respective terminal block. The loose connection resulted from a missing lock washer that allowed the resistance in the electrical path to increase sufficiently to generate high enough temperatures to ignite the terminal block.Contributing to the probable cause was the lack of instructions to ensure the lock washer was installed in the J5 power terminal block in the Boeing 757 aircraft maintenance manual (AMM). Additionally, contributing to the incident was the deferral of the related maintenance write-up before the incident, which resulted from information in the United Airlines AMM that stated, “When bus bar(s) show signs of blackening or burning, the condition is acceptable for continued service, although the window must be replaced within 50 flight-hours.",NA,"38.9","-77.45","BOEING","757","AIR","IAD","Washington Dulles","FALSE","2","SCHD",NA,"121","Minor",NA,NA,"Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=76023","2011-03-14 17:04:00",2010,"Other","Environmental"
"OPS10IA163","INC","75990",2010-04-29,"Burbank","California","United States",NA,"N953SW, N29LW","FALSE","DirectorBrief","2011-12-19T05:00:00Z","None","0","0","0","The local controller’s failure to issue control instructions necessary to ensure positive control/standard separation of traffic operating within the Class C airspace.",NA,"0","0","BOMBARDIER INC, AMERICAN EUROCOPTER LLC","CL-600-2B19, AS350B2","AIR,HELI","BUR","Bob Hope Airport","FALSE,FALSE","2,1","SCHD",",AOBV","121091","None,None","VMC","SKYWEST AIRLINES INC,ANGEL CITY AIR INC","Completed","FALSE",NA,NA,2010,"Commercial","Technical"
"OPS10IA132","INC","75909",2010-04-28,"Houston","Texas","United States",NA,"N242WN, N6YJ","FALSE","DirectorBrief","2011-12-27T05:00:00Z","None","0","0","0","The failure of the local controller to issue control instructions necessary to ensure positive control/standard separation of traffic operating within the Class B airspace.",NA,"29.65","-95.28","BOEING, BELL","737-7H4, 407","AIR,HELI","HOU","William P.  Hobby Airport","FALSE,FALSE","2,1","SCHD",",AOBV","121091","None,None","VMC","SOUTHWEST AIRLINES CO,HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75909","2011-11-09 20:09:00",2010,"Commercial","Technical"
"OPS10IA090","INC","75802",2010-04-19,"Burbank","California","United States",NA,"N473WN, N4415R","FALSE","DirectorBrief","2011-12-27T05:00:00Z","None","0","0","0","The improper separation procedures by air traffic control.",NA,"34.17","-118.34","BOEING, CESSNA","737-7H4, 172M","AIR,AIR","KBUR","Bob Hope Airport","FALSE,FALSE","2,1","SCHD",",PERS","121091","None,None","VMC","Southwest Airlines,RHODES JOHN D","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75802","2011-11-09 20:07:00",2010,"Commercial","Human Factors"
"CEN10IA219","INC","75831",2010-04-18,"Kansas City","Missouri","United States",NA,"N160GJ","FALSE","DirectorBrief","2012-10-04T04:00:00Z","None","0","0","0","The malfunction of the airplane’s aileron control system due to ice accumulation.",NA,"39.3","-94.71","BOMBARDIER INC","CL-600-2C10","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","GOJET AIRLINES LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75831","2012-08-10 18:16:00",2010,"Commercial","Other"
"WPR10FA199","ACC","75710",2010-04-09,"Los Angeles","California","United States",NA,"N624SW","FALSE","DirectorBrief","2013-05-23T04:00:00Z","None","0","0","0","The tug operator’s failure to comply with company procedures when parking an unoccupied baggage tug, and the failure of the tug’s seat switch to disengage the electric motor when weight was removed from the driver’s seat.",NA,"33.95","-118.4","BOEING","737-3H4","AIR","LAX","Los Angeles International","FALSE","2","SCHD",NA,"121","Substantial","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75710","2013-03-19 13:10:00",2010,"Commercial","Human Factors"
"ENG10IA026","INC","75905",2010-04-05,"Newark","New Jersey","United States",NA,"N535JB","FALSE","DirectorBrief","2011-03-28T04:00:00Z","None","0","0","0","The separation of both halves of the left engine fan cowl assembly due to improper latching and locking of the all the fan cowl latches. The cause of the improper latching and locking of the fan cowls was due to the failure of the mechanic to unstow and properly latch and lock the fan cowl latches after the engine maintenance had been completed, and the failure of the maintenance  inspector to detect and identify the unlatched condition. Contributing the incident is the design of the fan cowl latch assembly that can provide a false latch condition when the latch is neither latched or locked. Also contributing incident is the lack of adequate Airbus and Jet Blue fan cowl latch inspection guidance to detect and identify an unlatched condition.",NA,"40.74","-74.17","AIRBUS","A320","AIR","EWR","Newark International Airport","FALSE","2","SCHD",NA,"121","Minor",NA,"JetBlue Airways, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75905","2011-03-28 17:57:00",2010,"Commercial","Technical"
"OPS10IA020","INC","75605",2010-03-27,"San Francisco","California","United States",NA,"N216UA, N9870E","FALSE","DirectorBrief","2011-12-19T05:00:00Z","None","0","0","0","The local controller's issuance of a takeoff clearance to the Boeing 777 without ensuring that approved separation would exist with the Cessna 182. Contributing to the incident were tower procedures that permitted transitioning aircraft to cross the runway 28 departure corridor at low altitude while runways 28L/R were in use.",NA,"37.78","-122.42","BOEING, CESSNA","777-222, 182R","AIR,AIR",NA,NA,"FALSE,FALSE","2,1","SCHD",",PERS","121091","None,None",NA,",","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75605","2011-11-01 16:31:00",2010,"Other","Human Factors"
"OPS10IA015","INC","75525",2010-03-19,"Phoenix","Arizona","United States",NA,"N992FE, N742SW","FALSE","DirectorBrief","2011-05-19T04:00:00Z","None","0","0","0","The Cessna 208 pilot’s failure to identify the correct landing runway.",NA,"33.43","-112.01","CESSNA, BOEING","208B, 737-7H4","AIR,AIR","PHX","Phoenix Sky Harbor","FALSE,FALSE","1,2","SCHD",",","135121","None,None","VMC",",Southwest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75525","2011-03-07 15:21:00",2010,"Commercial","Technical"
"CEN10IA157","INC","75490",2010-03-12,"Chicago","Illinois","United States",NA,"N16561","FALSE","DirectorBrief","2011-04-28T04:00:00Z","None","0","0","0","An in-flight encounter with lightning. Contributing to the incident was the damaged and displaced tailcone bulkhead frame that inhibited the full travel of the elevator during approach.",NA,"41.83","-87.73","EMBRAER","EMB-145LR","AIR","ORD","Chicago O'Hare IAP","FALSE","2","SCHD",NA,"121","Minor","VMC","EXPRESSJET AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75490","2011-02-18 16:29:00",2010,"Commercial","Other"
"CEN10LA142","ACC","75458",2010-02-24,"Wheeling","Illinois","United States",NA,"N515FX","FALSE","DirectorBrief","2010-10-21T04:00:00Z","None","0","0","0","The deicing vehicle operator's not adhering to company procedures and not maintaining clearance between the vehicle's boom and the airplane's empennage during the airplane's deicing operation.",NA,"42.11","-87.9","BOMBARDIER INC","BD-100-1A10","AIR","PWK","Chicago Executive Airport","FALSE","2",NA,NA,"091K","Substantial","VMC","Bombardier Flexjet","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75458","2010-08-02 20:23:00",2010,"Commercial","Human Factors"
"CEN10LA204","ACC","75759",2010-02-13,"Eagle","Colorado","United States",NA,"N606CS","FALSE","DirectorBrief","2011-12-27T05:00:00Z","None","0","0","0","The airplane’s encounter with localized severe to extreme mountain wave turbulence which resulted in substantial damage to both wings.",NA,"39.64","-106.91","CESSNA","680","AIR",NA,NA,"FALSE","2",NA,"EXEC","91","Substantial","VMC","CITATIONSHARES MANAGEMENT LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75759","2011-11-23 13:58:00",2010,"Other","Other"
"DCA10IA022","INC","75293",2010-01-19,"Charleston","West Virginia","United States",NA,"N246PS","FALSE","DirectorBrief","2010-10-29T04:00:00Z","None","0","0","0","(1) The flight crewmembers’ unprofessional behavior, including their nonadherence to sterile cockpit procedures by engaging in nonpertinent conversation, which distracted them from their primary flight-related duties and led to their failure to correctly set and verify the flaps; (2) the captain’s decision to reconfigure the flaps during the takeoff roll instead of rejecting the takeoff when he first identified the misconfiguration, which resulted in the rejected takeoff beginning when the airplane was about 13 knots above the takeoff decision speed and the subsequent runway overrun; and (3) the flight crewmembers’ lack of checklist discipline, which contributed to their failure to detect the incorrect flap setting before initiating the takeoff roll. Contributing to the survivability of this incident was the presence of an engineered materials arresting system beyond the runway end.",NA,"38.35","-81.63","BOMBARDIER","CL600","AIR","CRW","Yeager Airport","FALSE","2","SCHD",NA,"121","Minor","VMC","PSA AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75293","2010-04-08 14:00:00",2010,"Commercial","Human Factors"
"ENG10IA016","INC","75388",2010-01-07,"Cincinnati (CVG)","Ohio","United States",NA,"N803DH","FALSE","DirectorBrief","2011-04-12T04:00:00Z","None","0","0","0","Failure of the NLG cylinder occurred by intergranular rupture; coincidental to a chrome plating crack. The failure origin occurred along the inner surface of the cylinder and then propagated by stress corrosion cracking to the outer surface. A secondary crack with the same features as the primary crack was found diagonal to the primary crack. Both cracks initiated by intergranular cracking due to grinding burns caused by abusive grinding and propagated by stress corrosion cracking. Hydrogen embrittlement did not contribute to the intergranular cracking.",NA,"39.08","-84.7","DOUGLAS","DC8","AIR","CVG","Cincinnati International Airpo","FALSE","4","SCHD",NA,"121","Minor",NA,"ASTAR AIR CARGO INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=75388","2011-04-12 15:33:00",2010,"Commercial","Technical"
"ENG25WA011","INC","199411",2024-12-04,"Los Angeles","California","United States",NA,"VH-EBQ","FALSE","None","2025-07-23T04:00:00Z",NA,"0","0","0",NA,NA,"0","0","AIRBUS","A330","AIR",NA,NA,"FALSE",NA,NA,NA,"129","None",NA,"Qantas","N/A","FALSE",NA,NA,2024,"Other","Other"
"DCA23LA409","ACC","192860",2023-08-03,"Chantilly","Virginia","United States",NA,"N676UA","FALSE","DirectorBrief","2025-02-26T05:00:00Z",NA,"0","0","0","Improper overhaul of the trunnion cross-pin hole that resulted in the development of stress corrosion cracking and eventual failure of the right forward trunnion.",NA,"38.95","-77.46","BOEING","767-322","AIR","IAD","WASHINGTON DULLES INTL","FALSE","2","SCHD",NA,"121","Substantial","VMC","UNITED AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192860","2025-02-26 19:00:00",2023,"Commercial","Technical"
